num,Participante,Lugar_admin,Modalidad,Edad,Género,Grupo,Validez,Creencia,ValidezxCreencia,Silogismo,Aceptación,Correctas
330,42,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,2,1,1
331,42,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,3,0,1
332,42,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,4,0,1
333,42,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,5,1,1
334,42,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,6,1,1
335,42,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,7,1,0
336,42,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,8,0,1
337,43,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,1,0,0
338,43,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,2,1,1
339,43,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,3,0,1
340,43,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,4,1,0
341,43,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,5,1,1
342,43,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,6,1,1
343,43,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,7,1,0
344,43,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,8,0,1
345,44,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,1,1,1
346,44,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,2,0,0
347,44,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,3,1,0
348,44,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,4,0,1
349,44,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,5,1,1
350,44,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,6,0,0
351,44,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,7,0,1
352,44,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,8,0,1
353,45,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,1,0,0
354,45,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,2,0,0
355,45,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,3,0,1
356,45,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,4,0,1
357,45,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,5,0,0
358,45,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,6,0,0
359,45,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,7,1,0
360,45,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,8,1,0
361,46,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,V,C,VC,1,0,0
362,46,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,V,I,VI,2,1,1
363,46,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,I,C,IC,3,0,1
364,46,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,I,I,II,4,1,0
365,46,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,V,C,VC,5,1,1
366,46,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,V,I,VI,6,1,1
367,46,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,I,C,IC,7,0,1
368,46,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,I,I,II,8,0,1
369,47,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,1,1,1
370,47,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,2,1,1
371,47,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,3,0,1
372,47,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,4,0,1
373,47,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,5,1,1
374,47,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,6,1,1
375,47,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,7,1,0
376,47,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,8,1,0
377,48,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,1,1,1
378,48,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,2,1,1
379,48,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,3,0,1
380,48,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,4,0,1
381,48,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,5,1,1
382,48,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,6,1,1
383,48,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,7,1,0
384,48,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,8,0,1
385,49,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,1,1,1
386,49,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,2,1,1
387,49,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,3,0,1
388,49,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,4,0,1
389,49,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,5,1,1
390,49,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,6,0,0
391,49,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,7,0,1
392,49,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,8,0,1
393,50,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,V,C,VC,1,1,1
394,50,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,V,I,VI,2,0,0
395,50,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,I,C,IC,3,0,1
396,50,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,I,I,II,4,0,1
397,50,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,V,C,VC,5,1,1
398,50,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,V,I,VI,6,0,0
399,50,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,I,C,IC,7,0,1
400,50,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,I,I,II,8,0,1
401,51,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,V,C,VC,1,0,0
402,51,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,V,I,VI,2,1,1
403,51,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,I,C,IC,3,0,1
404,51,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,I,I,II,4,0,1
405,51,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,V,C,VC,5,0,0
406,51,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,V,I,VI,6,0,0
407,51,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,I,C,IC,7,1,0
408,51,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,I,I,II,8,0,1
409,52,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,C,VC,1,0,0
410,52,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,I,VI,2,0,0
411,52,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,C,IC,3,0,1
412,52,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,I,II,4,0,1
413,52,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,C,VC,5,0,0
414,52,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,I,VI,6,0,0
415,52,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,C,IC,7,1,0
416,52,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,I,II,8,0,1
417,53,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
418,53,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,2,0,0
419,53,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,3,0,1
420,53,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,4,0,1
421,53,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,5,1,1
422,53,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,6,1,1
423,53,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,7,0,1
424,53,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,8,0,1
425,54,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,C,VC,1,1,1
426,54,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,I,VI,2,0,0
427,54,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,C,IC,3,0,1
428,54,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,I,II,4,0,1
429,54,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,C,VC,5,1,1
430,54,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,I,VI,6,0,0
431,54,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,C,IC,7,0,1
432,54,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,I,II,8,0,1
433,55,Psicología Experimental UNC 3°,Resolución Individual,28,F, ,V,C,VC,1,1,1
434,55,Psicología Experimental UNC 3°,Resolución Individual,28,F, ,V,I,VI,2,0,0
435,55,Psicología Experimental UNC 3°,Resolución Individual,28,F, ,I,C,IC,3,1,0
436,55,Psicología Experimental UNC 3°,Resolución Individual,28,F, ,I,I,II,4,0,1
437,55,Psicología Experimental UNC 3°,Resolución Individual,28,F, ,V,C,VC,5,0,0
438,55,Psicología Experimental UNC 3°,Resolución Individual,28,F, ,V,I,VI,6,0,0
439,55,Psicología Experimental UNC 3°,Resolución Individual,28,F, ,I,C,IC,7,0,1
440,55,Psicología Experimental UNC 3°,Resolución Individual,28,F, ,I,I,II,8,0,1
441,56,Psicología Experimental UNC 3°,Resolución Individual,51,F, ,V,C,VC,1,0,0
442,56,Psicología Experimental UNC 3°,Resolución Individual,51,F, ,V,I,VI,2,1,1
443,56,Psicología Experimental UNC 3°,Resolución Individual,51,F, ,I,C,IC,3,0,1
444,56,Psicología Experimental UNC 3°,Resolución Individual,51,F, ,I,I,II,4,1,0
445,56,Psicología Experimental UNC 3°,Resolución Individual,51,F, ,V,C,VC,5,0,0
446,56,Psicología Experimental UNC 3°,Resolución Individual,51,F, ,V,I,VI,6,1,1
447,56,Psicología Experimental UNC 3°,Resolución Individual,51,F, ,I,C,IC,7,0,1
448,56,Psicología Experimental UNC 3°,Resolución Individual,51,F, ,I,I,II,8,1,0
449,57,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,C,VC,1,1,1
450,57,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,I,VI,2,1,1
451,57,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,C,IC,3,0,1
452,57,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,I,II,4,0,1
453,57,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,C,VC,5,1,1
454,57,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,I,VI,6,0,0
455,57,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,C,IC,7,0,1
456,57,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,I,II,8,0,1
457,58,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
458,58,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,2,0,0
459,58,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,3,0,1
460,58,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,4,1,0
461,58,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,5,1,1
462,58,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,6,0,0
463,58,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,7,1,0
464,58,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,8,1,0
465,59,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,1,1,1
466,59,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,2,1,1
467,59,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,3,0,1
468,59,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,4,0,1
469,59,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,5,1,1
470,59,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,6,1,1
471,59,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,7,1,0
472,59,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,8,0,1
473,60,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,1,1,1
474,60,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,2,1,1
475,60,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,3,0,1
476,60,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,4,0,1
477,60,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,5,1,1
478,60,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,6,1,1
479,60,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,7,0,1
480,60,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,8,0,1
481,61,Psicología Experimental UNC 3°,Resolución Individual,21,O, ,V,C,VC,1,1,1
482,61,Psicología Experimental UNC 3°,Resolución Individual,21,O, ,V,I,VI,2,1,1
483,61,Psicología Experimental UNC 3°,Resolución Individual,21,O, ,I,C,IC,3,0,1
484,61,Psicología Experimental UNC 3°,Resolución Individual,21,O, ,I,I,II,4,0,1
485,61,Psicología Experimental UNC 3°,Resolución Individual,21,O, ,V,C,VC,5,0,0
486,61,Psicología Experimental UNC 3°,Resolución Individual,21,O, ,V,I,VI,6,1,1
487,61,Psicología Experimental UNC 3°,Resolución Individual,21,O, ,I,C,IC,7,0,1
488,61,Psicología Experimental UNC 3°,Resolución Individual,21,O, ,I,I,II,8,0,1
489,62,Psicología Experimental UNC 3°,Resolución Individual,21,M, ,V,C,VC,1,1,1
490,62,Psicología Experimental UNC 3°,Resolución Individual,21,M, ,V,I,VI,2,0,0
491,62,Psicología Experimental UNC 3°,Resolución Individual,21,M, ,I,C,IC,3,0,1
492,62,Psicología Experimental UNC 3°,Resolución Individual,21,M, ,I,I,II,4,0,1
493,62,Psicología Experimental UNC 3°,Resolución Individual,21,M, ,V,C,VC,5,1,1
494,62,Psicología Experimental UNC 3°,Resolución Individual,21,M, ,V,I,VI,6,0,0
495,62,Psicología Experimental UNC 3°,Resolución Individual,21,M, ,I,C,IC,7,0,1
496,62,Psicología Experimental UNC 3°,Resolución Individual,21,M, ,I,I,II,8,0,1
497,63,Psicología Experimental UNC 3°,Resolución Individual,37,F, ,V,C,VC,1,1,1
498,63,Psicología Experimental UNC 3°,Resolución Individual,37,F, ,V,I,VI,2,0,0
499,63,Psicología Experimental UNC 3°,Resolución Individual,37,F, ,I,C,IC,3,0,1
500,63,Psicología Experimental UNC 3°,Resolución Individual,37,F, ,I,I,II,4,0,1
501,63,Psicología Experimental UNC 3°,Resolución Individual,37,F, ,V,C,VC,5,1,1
502,63,Psicología Experimental UNC 3°,Resolución Individual,37,F, ,V,I,VI,6,1,1
503,63,Psicología Experimental UNC 3°,Resolución Individual,37,F, ,I,C,IC,7,1,0
504,63,Psicología Experimental UNC 3°,Resolución Individual,37,F, ,I,I,II,8,1,0
505,64,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,1,1,1
506,64,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,2,1,1
507,64,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,3,1,0
508,64,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,4,0,1
509,64,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,5,1,1
510,64,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,6,1,1
511,64,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,7,0,1
512,64,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,8,0,1
513,65,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
514,65,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,2,0,0
515,65,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,3,1,0
516,65,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,4,0,1
517,65,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,5,0,0
518,65,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,6,0,0
519,65,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,7,1,0
520,65,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,8,0,1
521,66,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,1,0,0
522,66,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,2,0,0
523,66,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,3,0,1
524,66,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,4,0,1
525,66,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,5,1,1
526,66,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,6,0,0
527,66,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,7,1,0
528,66,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,8,0,1
529,67,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,1,1,1
530,67,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,2,0,0
531,67,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,3,0,1
532,67,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,4,0,1
533,67,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,5,0,0
534,67,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,6,0,0
535,67,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,7,0,1
536,67,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,8,0,1
537,68,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
538,68,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,2,0,0
539,68,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,3,1,0
540,68,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,4,0,1
541,68,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,5,0,0
542,68,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,6,1,1
543,68,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,7,0,1
544,68,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,8,0,1
545,69,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,V,C,VC,1,1,1
546,69,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,V,I,VI,2,1,1
547,69,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,I,C,IC,3,1,0
548,69,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,I,I,II,4,0,1
549,69,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,V,C,VC,5,1,1
550,69,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,V,I,VI,6,1,1
551,69,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,I,C,IC,7,0,1
552,69,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,I,I,II,8,0,1
553,70,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,V,C,VC,1,1,1
554,70,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,V,I,VI,2,0,0
555,70,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,I,C,IC,3,1,0
556,70,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,I,I,II,4,0,1
557,70,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,V,C,VC,5,0,0
558,70,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,V,I,VI,6,0,0
559,70,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,I,C,IC,7,1,0
560,70,Psicología Experimental UNC 3°,Resolución Individual,24,F, ,I,I,II,8,0,1
561,71,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,V,C,VC,1,1,1
562,71,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,V,I,VI,2,1,1
563,71,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,I,C,IC,3,1,0
564,71,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,I,I,II,4,0,1
565,71,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,V,C,VC,5,1,1
566,71,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,V,I,VI,6,1,1
567,71,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,I,C,IC,7,1,0
568,71,Psicología Experimental UNC 3°,Resolución Individual,23,F, ,I,I,II,8,0,1
569,72,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
570,72,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,2,1,1
571,72,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,3,0,1
572,72,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,4,0,1
573,72,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,5,1,1
574,72,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,6,1,1
575,72,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,7,0,1
576,72,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,8,0,1
577,73,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,1,1,1
578,73,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,2,1,1
579,73,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,3,1,0
580,73,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,4,0,1
581,73,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,5,1,1
582,73,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,6,1,1
583,73,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,7,1,0
584,73,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,8,0,1
585,74,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,1,1,1
586,74,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,2,1,1
587,74,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,3,0,1
588,74,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,4,0,1
589,74,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,5,1,1
590,74,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,6,1,1
591,74,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,7,1,0
592,74,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,8,0,1
593,75,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,C,VC,1,1,1
594,75,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,I,VI,2,0,0
595,75,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,C,IC,3,1,0
596,75,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,I,II,4,0,1
597,75,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,C,VC,5,0,0
598,75,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,I,VI,6,0,0
599,75,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,C,IC,7,0,1
600,75,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,I,II,8,0,1
601,76,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,V,C,VC,1,1,1
602,76,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,V,I,VI,2,0,0
603,76,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,I,C,IC,3,0,1
604,76,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,I,I,II,4,0,1
605,76,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,V,C,VC,5,1,1
606,76,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,V,I,VI,6,1,1
607,76,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,I,C,IC,7,0,1
608,76,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,I,I,II,8,1,0
609,77,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,C,VC,1,1,1
610,77,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,I,VI,2,0,0
611,77,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,C,IC,3,0,1
612,77,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,I,II,4,0,1
613,77,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,C,VC,5,1,1
614,77,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,I,VI,6,0,0
615,77,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,C,IC,7,1,0
616,77,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,I,II,8,0,1
617,78,Psicología Experimental UNC 3°,Resolución Individual,58,M, ,V,C,VC,1,1,1
618,78,Psicología Experimental UNC 3°,Resolución Individual,58,M, ,V,I,VI,2,0,0
619,78,Psicología Experimental UNC 3°,Resolución Individual,58,M, ,I,C,IC,3,0,1
620,78,Psicología Experimental UNC 3°,Resolución Individual,58,M, ,I,I,II,4,0,1
621,78,Psicología Experimental UNC 3°,Resolución Individual,58,M, ,V,C,VC,5,1,1
622,78,Psicología Experimental UNC 3°,Resolución Individual,58,M, ,V,I,VI,6,1,1
623,78,Psicología Experimental UNC 3°,Resolución Individual,58,M, ,I,C,IC,7,1,0
624,78,Psicología Experimental UNC 3°,Resolución Individual,58,M, ,I,I,II,8,0,1
625,79,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,C,VC,1,1,1
626,79,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,I,VI,2,0,0
627,79,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,C,IC,3,1,0
628,79,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,I,II,4,0,1
629,79,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,C,VC,5,0,0
630,79,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,I,VI,6,0,0
631,79,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,C,IC,7,0,1
632,79,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,I,II,8,0,1
633,80,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,1,1,1
