num,Participante,Lugar_admin,Modalidad,Edad,Género,Grupo,Validez,Creencia,ValidezxCreencia,Silogismo,Aceptación,Correctas
634,80,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,2,1,1
635,80,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,3,0,1
636,80,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,4,0,1
637,80,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,5,1,1
638,80,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,6,1,1
639,80,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,7,0,1
640,80,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,8,0,1
641,81,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
642,81,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,2,1,1
643,81,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,3,0,1
644,81,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,4,0,1
645,81,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,5,1,1
646,81,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,6,1,1
647,81,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,7,0,1
648,81,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,8,0,1
649,82,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,C,VC,1,0,0
650,82,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,I,VI,2,0,0
651,82,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,C,IC,3,0,1
652,82,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,I,II,4,0,1
653,82,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,C,VC,5,1,1
654,82,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,V,I,VI,6,1,1
655,82,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,C,IC,7,1,0
656,82,Psicología Experimental UNC 3°,Resolución Individual,23,M, ,I,I,II,8,0,1
657,83,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,1,1,1
658,83,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,2,0,0
659,83,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,3,1,0
660,83,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,4,0,1
661,83,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,5,1,1
662,83,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,6,1,1
663,83,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,7,1,0
664,83,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,8,1,0
665,84,Psicología Experimental UNC 3°,Resolución Individual,32,F, ,V,C,VC,1,0,0
666,84,Psicología Experimental UNC 3°,Resolución Individual,32,F, ,V,I,VI,2,1,1
667,84,Psicología Experimental UNC 3°,Resolución Individual,32,F, ,I,C,IC,3,0,1
668,84,Psicología Experimental UNC 3°,Resolución Individual,32,F, ,I,I,II,4,0,1
669,84,Psicología Experimental UNC 3°,Resolución Individual,32,F, ,V,C,VC,5,1,1
670,84,Psicología Experimental UNC 3°,Resolución Individual,32,F, ,V,I,VI,6,1,1
671,84,Psicología Experimental UNC 3°,Resolución Individual,32,F, ,I,C,IC,7,0,1
672,84,Psicología Experimental UNC 3°,Resolución Individual,32,F, ,I,I,II,8,0,1
673,85,Psicología Experimental UNC 3°,Resolución Individual,27,M, ,V,C,VC,1,1,1
674,85,Psicología Experimental UNC 3°,Resolución Individual,27,M, ,V,I,VI,2,0,0
675,85,Psicología Experimental UNC 3°,Resolución Individual,27,M, ,I,C,IC,3,0,1
676,85,Psicología Experimental UNC 3°,Resolución Individual,27,M, ,I,I,II,4,0,1
677,85,Psicología Experimental UNC 3°,Resolución Individual,27,M, ,V,C,VC,5,0,0
678,85,Psicología Experimental UNC 3°,Resolución Individual,27,M, ,V,I,VI,6,0,0
679,85,Psicología Experimental UNC 3°,Resolución Individual,27,M, ,I,C,IC,7,1,0
680,85,Psicología Experimental UNC 3°,Resolución Individual,27,M, ,I,I,II,8,0,1
681,86,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,V,C,VC,1,1,1
682,86,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,V,I,VI,2,1,1
683,86,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,I,C,IC,3,1,0
684,86,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,I,I,II,4,0,1
685,86,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,V,C,VC,5,1,1
686,86,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,V,I,VI,6,1,1
687,86,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,I,C,IC,7,1,0
688,86,Psicología Experimental UNC 3°,Resolución Individual,20,M, ,I,I,II,8,0,1
689,87,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,V,C,VC,1,1,1
690,87,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,V,I,VI,2,0,0
691,87,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,I,C,IC,3,0,1
692,87,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,I,I,II,4,0,1
693,87,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,V,C,VC,5,1,1
694,87,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,V,I,VI,6,0,0
695,87,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,I,C,IC,7,0,1
696,87,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,I,I,II,8,0,1
697,88,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,1,0,0
698,88,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,2,1,1
699,88,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,3,0,1
700,88,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,4,0,1
701,88,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,5,1,1
702,88,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,6,1,1
703,88,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,7,0,1
704,88,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,8,0,1
705,89,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
706,89,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,2,0,0
707,89,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,3,0,1
708,89,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,4,0,1
709,89,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,5,1,1
710,89,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,6,0,0
711,89,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,7,0,1
712,89,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,8,0,1
713,90,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,C,VC,1,1,1
714,90,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,I,VI,2,0,0
715,90,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,C,IC,3,0,1
716,90,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,I,II,4,0,1
717,90,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,C,VC,5,1,1
718,90,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,I,VI,6,1,1
719,90,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,C,IC,7,1,0
720,90,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,I,II,8,0,1
721,91,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,1,1,1
722,91,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,2,0,0
723,91,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,3,1,0
724,91,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,4,0,1
725,91,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,C,VC,5,1,1
726,91,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,V,I,VI,6,0,0
727,91,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,C,IC,7,1,0
728,91,Psicología Experimental UNC 3°,Resolución Individual,22,F, ,I,I,II,8,0,1
729,92,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
730,92,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,2,1,1
731,92,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,3,0,1
732,92,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,4,0,1
733,92,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,5,1,1
734,92,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,6,1,1
735,92,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,7,1,0
736,92,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,8,0,1
737,93,Psicología Experimental UNC 3°,Resolución Individual,39,F, ,V,C,VC,1,1,1
738,93,Psicología Experimental UNC 3°,Resolución Individual,39,F, ,V,I,VI,2,1,1
739,93,Psicología Experimental UNC 3°,Resolución Individual,39,F, ,I,C,IC,3,0,1
740,93,Psicología Experimental UNC 3°,Resolución Individual,39,F, ,I,I,II,4,0,1
741,93,Psicología Experimental UNC 3°,Resolución Individual,39,F, ,V,C,VC,5,1,1
742,93,Psicología Experimental UNC 3°,Resolución Individual,39,F, ,V,I,VI,6,1,1
743,93,Psicología Experimental UNC 3°,Resolución Individual,39,F, ,I,C,IC,7,1,0
744,93,Psicología Experimental UNC 3°,Resolución Individual,39,F, ,I,I,II,8,0,1
745,94,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
746,94,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,2,1,1
747,94,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,3,0,1
748,94,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,4,0,1
749,94,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,5,1,1
750,94,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,6,1,1
751,94,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,7,0,1
752,94,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,8,0,1
753,95,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
754,95,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,2,1,1
755,95,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,3,0,1
756,95,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,4,0,1
757,95,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,C,VC,5,0,0
758,95,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,V,I,VI,6,0,0
759,95,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,C,IC,7,0,1
760,95,Psicología Experimental UNC 3°,Resolución Individual,21,F, ,I,I,II,8,0,1
761,96,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,1,1,1
762,96,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,2,1,1
763,96,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,3,0,1
764,96,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,4,0,1
765,96,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,C,VC,5,1,1
766,96,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,V,I,VI,6,1,1
767,96,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,C,IC,7,1,0
768,96,Psicología Experimental UNC 3°,Resolución Individual,20,F, ,I,I,II,8,0,1
769,97,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,V,C,VC,1,1,1
770,97,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,V,I,VI,2,0,0
771,97,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,I,C,IC,3,0,1
772,97,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,I,I,II,4,0,1
773,97,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,V,C,VC,5,1,1
774,97,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,V,I,VI,6,0,0
775,97,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,I,C,IC,7,0,1
776,97,Psicología Experimental UNC 3°,Resolución Individual,24,M, ,I,I,II,8,0,1
777,98,Psicología Experimental UNC 3°,Resolución Individual,52,M, ,V,C,VC,1,1,1
778,98,Psicología Experimental UNC 3°,Resolución Individual,52,M, ,V,I,VI,2,0,0
779,98,Psicología Experimental UNC 3°,Resolución Individual,52,M, ,I,C,IC,3,1,0
780,98,Psicología Experimental UNC 3°,Resolución Individual,52,M, ,I,I,II,4,0,1
781,98,Psicología Experimental UNC 3°,Resolución Individual,52,M, ,V,C,VC,5,1,1
782,98,Psicología Experimental UNC 3°,Resolución Individual,52,M, ,V,I,VI,6,0,0
783,98,Psicología Experimental UNC 3°,Resolución Individual,52,M, ,I,C,IC,7,0,1
784,98,Psicología Experimental UNC 3°,Resolución Individual,52,M, ,I,I,II,8,0,1
785,99,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,C,VC,1,1,1
786,99,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,I,VI,2,0,0
787,99,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,C,IC,3,0,1
788,99,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,I,II,4,0,1
789,99,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,C,VC,5,1,1
790,99,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,V,I,VI,6,0,0
791,99,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,C,IC,7,1,0
792,99,Psicología Experimental UNC 3°,Resolución Individual,22,M, ,I,I,II,8,0,1
793,100,Metodología de la investigación II UCC 3°,Resolución Individual,22,F, ,V,C,VC,1,1,1
794,100,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,1,1
795,100,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
796,100,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
797,100,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
798,100,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,1,1
799,100,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,0,1
800,100,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
801,101,Metodología de la investigación II UCC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
802,101,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,1,1
803,101,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,1,0
804,101,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,1,0
805,101,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
806,101,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,0,0
807,101,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,1,0
808,101,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,1,0
809,102,Metodología de la investigación II UCC 3°,Resolución Individual,23,M, ,V,C,VC,1,1,1
810,102,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,1,1
811,102,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,1,0
812,102,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
813,102,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
814,102,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,0,0
815,102,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,1,0
816,102,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
817,103,Metodología de la investigación II UCC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
818,103,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,0,0
819,103,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
820,103,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
821,103,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
822,103,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,1,1
823,103,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,1,0
824,103,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,1,0
825,104,Metodología de la investigación II UCC 3°,Resolución Individual,23,F, ,V,C,VC,1,0,0
826,104,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,1,1
827,104,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
828,104,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
829,104,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
830,104,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,0,0
831,104,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,1,0
832,104,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
833,105,Metodología de la investigación II UCC 3°,Resolución Individual,22,F, ,V,C,VC,1,1,1
834,105,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,0,0
835,105,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
836,105,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,1,0
837,105,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
838,105,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,0,0
839,105,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,1,0
840,105,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
841,106,Metodología de la investigación II UCC 3°,Resolución Individual,22,F, ,V,C,VC,1,1,1
842,106,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,0,0
843,106,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,1,0
844,106,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
845,106,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
846,106,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,0,0
847,106,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,1,0
848,106,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
849,107,Metodología de la investigación II UCC 3°,Resolución Individual,22,F, ,V,C,VC,1,0,0
850,107,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,0,0
851,107,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,1,0
852,107,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
853,107,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
854,107,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,1,1
855,107,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,0,1
856,107,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
857,108,Metodología de la investigación II UCC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
858,108,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,0,0
859,108,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
860,108,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
861,108,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
862,108,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,1,1
863,108,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,0,1
864,108,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
865,109,Metodología de la investigación II UCC 3°,Resolución Individual,22,F, ,V,C,VC,1,1,1
866,109,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,0,0
867,109,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,1,0
868,109,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
869,109,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
870,109,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,0,0
871,109,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,1,0
872,109,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
873,110,Metodología de la investigación II UCC 3°,Resolución Individual,24,F, ,V,C,VC,1,1,1
874,110,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,0,0
875,110,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
876,110,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,1,0
877,110,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,0,0
878,110,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,1,1
879,110,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,0,1
880,110,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
881,111,Metodología de la investigación II UCC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
882,111,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,0,0
883,111,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
884,111,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
885,111,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
886,111,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,0,0
887,111,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,0,1
888,111,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
889,112,Metodología de la investigación II UCC 3°,Resolución Individual,23,M, ,V,C,VC,1,1,1
890,112,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,0,0
891,112,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
892,112,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
893,112,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
894,112,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,1,1
895,112,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,0,1
896,112,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
897,113,Metodología de la investigación II UCC 3°,Resolución Individual,22,F, ,V,C,VC,1,1,1
898,113,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,1,1
899,113,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
900,113,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,1,0
901,113,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
902,113,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,1,1
903,113,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,0,1
904,113,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
905,114,Metodología de la investigación II UCC 3°,Resolución Individual,21,M, ,V,C,VC,1,1,1
906,114,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,0,0
907,114,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
908,114,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
909,114,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
910,114,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,1,1
911,114,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,1,0
912,114,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,1,0
913,115,Metodología de la investigación II UCC 3°,Resolución Individual,22,F, ,V,C,VC,1,1,1
914,115,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,1,1
915,115,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
916,115,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
917,115,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
918,115,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,1,1
919,115,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,1,0
920,115,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
921,116,Metodología de la investigación II UCC 3°,Resolución Individual,21,F, ,V,C,VC,1,1,1
922,116,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,1,1
923,116,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,0,1
924,116,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
925,116,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
926,116,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,1,1
927,116,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,1,0
928,116,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
929,117,Metodología de la investigación II UCC 3°,Resolución Individual,22,F, ,V,C,VC,1,0,0
930,117,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,2,0,0
931,117,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,3,1,0
932,117,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,4,0,1
933,117,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,C,VC,5,1,1
934,117,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,V,I,VI,6,0,0
935,117,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,C,IC,7,1,0
936,117,Metodología de la investigación II UCC 3°,Resolución Individual, , , ,I,I,II,8,0,1
